SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
5074,SOHJXBB12A8C1437B7,521693,LIVE AT SWEETWATER II,AREOGMA1187B9908EF,37.77916,San Francisco CA,-122.42005,Hot Tuna,0.0,461.71383,1,0.9790000000000001,138.512,4,0.6609999999999999,Parchman Farm,2004.0
5075,SOZEYFC12A58A77E0B,186308,Abijah,AR3EVEE1187B9994B7,18.11526,Jamaica,-77.27348,Abijah,0.0,204.77342,2,0.895,81.025,3,0.6459999999999999,Children Of Love,2003.0
5076,SOVMSTD12A6D4F9840,47597,American Psycho,ARA1UU51187FB5A70B,,New Jersey,,The Misfits,0.0,85.9424,11,0.127,212.293,4,0.9890000000000001,The Haunting,1997.0
5077,SOGKLCE12AB0186FDC,511272,Locked 'n' Loaded,ARFONKU11F4C8431CC,,,,Dickies,0.0,152.94648999999998,2,0.434,104.23100000000001,1,0.32,Just Say Yes,
5078,SOHBUBB12A3F1ED339,383845,Blues Guitar Magic,ARR7YYN1187FB5C015,30.6554,Rockdale TX,-97.00189,Pee Wee Crayton,0.0,163.10811999999999,5,0.5660000000000001,116.461,3,1.0,Old Fashioned Baby,
5079,SOWPSOV12A8C13FFE5,609591,Clase y Sabor,ARLFH5Y1187FB44A89,,,,Tito Allen,0.0,322.21995,7,0.628,183.636,4,0.516,A Veces Hablo De Ti,
5080,SOPAESK12A58A7BA11,208179,Some Kind Of Zombie,ARGEZ5E1187FB56F38,,,,Audio Adrenaline,0.0,279.97995,9,0.38799999999999996,108.351,4,0.821,Some Kind Of Zombie (Criscoteque Remix),1997.0
5081,SOIZQWP12AAF3B51CA,482735,Now You're Gonna Be Loved,ARCW5RB1187FB4383F,31.1689,Texas,-100.07715,Jessie Lee Miller,0.0,116.92363,0,0.0,188.979,4,0.11699999999999999,All or Nothin' Gal,2005.0
5082,SOPQFFJ12AB0183400,644018,Christmas in the Southwest,ARJ3TAF1187FB4AAB1,37.271879999999996,California,-119.27023,David & Steve Gordon,0.0,532.27057,11,0.243,131.991,4,0.12,Faithkeeper_ Part 1,
5083,SOQNRHE12A8AE4849A,234582,The Original Ballroom Dancing Album,AR7SVRP1187FB55875,,,,Billy May & His Orchestra,0.0,312.92036,8,0.054000000000000006,103.53200000000001,1,0.401,Fascinating Rhythm (Instrumental) (2007 Digital Remaster),
5084,SOIAZJL12A6D4F854E,33541,Asylum,ARMI8BW1187FB57B2E,,New York NY,,Kiss,0.0,241.08362999999997,9,0.87,99.76100000000001,1,0.0,Radar For Love,
5085,SOQYSAU12AB018263A,465192,Multipolar,ARYZ1NG1187FB3FD40,50.63718,Lille France,3.06281,Cool cavemen,0.0,234.762,10,0.784,93.715,5,0.826,Everyone make love,
5086,SOSRIVF12AB017DF0E,498055,Princesses / Un Fr\xc3\xa8re,ARWNRBH1187B9B7E68,48.884370000000004,Neuilly-sur-Seine France,2.26934,Philippe Sarde,0.0,528.22159,0,0.516,137.658,4,0.055999999999999994,Grand Fr\xc3\xa8re,
5087,SOOQCOC12A8C132A5A,555515,Roll Away,AR531IG1187FB59B35,,CANADA - Ontario,,Back Door Slam,0.0,319.84281,3,0.515,92.971,4,0.285,Heavy On My Mind (Album Version),2007.0
5088,SOVOTBC12A6D4F696A,267742,Strangers In The Night (Remaster),AROATPL1187FB48E12,34.16788,Arizona,-111.9307,UFO,0.0,314.17424,2,0.977,131.5,4,0.071,Out In The Street (Live) (2008 Digital Remaster),
5089,SOIDSPL12AB0182DF0,443078,Backline Volume 47,AR6TD9K1187B9A207D,35.00459,Cotton Plant AR,-91.25019,Sister Rosetta Tharpe & Marie,0.0,146.80771000000001,9,0.425,80.893,4,0.0,Up Above My Head,2004.0
5090,SOZKFHV12A6D4F996F,40836,Face Value,AR9W3X91187FB3994C,,Chiswick London England,,Phil Collins,0.0,154.93178999999998,5,0.682,100.042,4,0.753,I'm Not Moving,1981.0
5091,SOAMBCI12AC4685087,685601,Vivant,ARWNTXK11EBCD7BBFB,,,,Alain-Fran\xc3\xa7ois,0.0,172.01587,4,0.517,107.986,4,0.273,Playa del sous-sol,
5092,SOPVMQT12A679C8040,15862,Supersonic,ARBUOOR1187B997391,,Manchester England,,Oasis,0.0,324.80608,2,0.046,100.146,4,1.0,Columbia,
5093,SOCPFDY12AB018300D,397182,Paris s'\xc3\xa9veille,ARUI8651187B9ACF52,,Garnant Wales,,John Cale,0.0,199.96688999999998,5,0.785,110.1,4,1.0,Antarctica Starts Here,1973.0
5094,SOACUYZ12CF54662F1,402900,3 CD Slipcase,ART3O5Z1187B9AB043,32.77815,Dallas TX,-96.7954,Stevie Ray Vaughan And Double Trouble,0.0,281.05098,1,0.542,121.616,4,0.9670000000000001,Couldn't Stand The Weather,1985.0
5095,SOCQEHT12AB017F37F,385023,Chillout Lounge,ARI4S0E1187B9B06C0,35.830729999999996,Tennessee,-85.97874,David Arkenstone,0.0,272.97914,11,0.053,108.014,4,0.505,Big Bounce,2009.0
5096,SOGATPI12AC960DCAC,602505,For The Music,ARAJTHO11F50C4B80F,,,,Jeff Massanari Trio,0.0,253.85751000000002,5,0.526,183.801,4,0.39,Closin' Moes,
5097,SOEJBBP12AB017F03E,483356,The Best of Camp Lo Vol. 2,ARXGASQ1187FB3C727,,New York NY [Bronx],,Camp Lo,0.0,222.40607999999997,3,0.601,196.45,4,1.0,Bubblin' (Anita Demo),
5098,SOXXJWR12AB017F577,501052,In Style (With Bonus Tracks),ARKBTAQ1187B9B4219,40.5725,Staten Island NY,-74.154,David Johansen,0.0,247.97995,2,0.474,87.37299999999999,3,0.155,In Style,1979.0
5099,SOWXSQT12A6D4FC02E,56685,Dorkfish,ARHN74X1187B98D79F,,Galveston TX,,Bill Engvall,0.0,482.21995,5,0.0,112.964,3,0.623,T-Ball and Indian Guides (LP Version),1998.0
5100,SOWNOXA12AB0184353,627198,Monster Monster,ARAN38V1187FB4C4EE,,Salt Lake City UT,,The Almost,0.0,240.79627999999997,4,0.222,136.14700000000002,4,0.69,Summer Summer,2009.0
5101,SONSKRD12A6D4F9439,52674,Parenth\xc3\xa8ses,ARVCZAB12454A37E86,,,,Fran\xc3\xa7oise Hardy - Maurane,0.0,194.24608,7,0.579,105.156,3,0.541,La Rue Du Babouin,
5102,SOYMUKA12A8C13C923,301400,Our Lady... Kitty Kallen,ARBJC9U1187B9A70AC,39.95227,Philadelphia PA,-75.16237,Kitty Kallen,0.0,165.45914,1,0.0,94.064,7,0.46,Our Lady Of Fatima,
5103,SOYOOPY12A58A7C4F8,210431,Trexe,ARIJ7MR1187B9B484E,,,,Peggy Zina,0.0,177.44933999999998,8,0.011000000000000001,107.55,4,0.585,Ithaki,
5104,SOJVFTP12A58A7A4D4,249054,Mutuashi,ARJIHNW1187B990FAA,,,,Tshala Muana,0.0,390.63465,7,0.895,137.349,4,0.8079999999999999,Banda Yango,2001.0
5105,SOHMLNS12A58A7DA68,26846,Live / The Penthouse Tapes,ARQPT7O1187B9AAF4F,,,,The Sensational Alex Harvey Band,0.0,316.81261,5,0.456,90.689,3,0.615,Delilah,1975.0
5106,SOQUOUX12A8C14439E,425773,Cancionero Cubano,ARLWEID1187B98DE3C,,Chicago IL,,Chucho Vald\xc3\xa9s,0.0,375.03955,5,0.34299999999999997,80.789,1,0.494,Reprise: T\xc3\xba mi delirio - Guajira - Si te contara - El manisero,
5107,SOYCTRU12A6701DA91,332020,Technique [Collector's Edition],ARNHHIV1187FB4EA23,,NL,,New Order,0.0,288.02567,11,0.159,146.29,4,0.557,Guilty Partner,1989.0
5108,SODCJNH12AB018A3A9,570243,Hi\xc3\xa1ba Kerestelek,ARQM3XA1187B9A1ED6,,,,Belami,0.0,237.19137999999998,11,0.354,140.077,4,0.353,Te Miattad V\xc3\xa1ltozott Meg Az \xc3\x89letem,
5109,SOLWNAR12A67020BF5,15430,Extreme II - Pornograffitti,AR5J8XN1187B9B712E,,,,Extreme,0.0,355.5522,8,0.701,146.02200000000002,4,0.595,Song For Love,
5110,SOBCCVG12A8C13804C,158054,En Vivo...Desde Monterrey_ M\xc3\xa9xico,AR6IJJ41187B98C872,26.30116,Edinburg TX,-98.1607,Bobby Pulido,0.0,195.42158999999998,9,0.45799999999999996,195.109,4,0.0,La Rosa (Live),
5111,SODRZXF12A6D4F89FE,270614,Kaksi maailmaa,ARV69FI1187B9AA14F,,,,Kari Tapio,0.0,161.20118,5,0.54,115.87899999999999,3,0.8690000000000001,Syv\xc3\xa4 meri (Oceano),
5112,SOGOZYQ12AB0182359,350819,Andre,ARRC2JF1187B9B6A93,-24.9162,AUSTRALIA,133.39311,Bruce Rowland,0.0,138.762,2,0.997,235.31799999999998,4,0.892,Let\'s Call Him Andre,
5113,SOERJUK12AF72A49F7,50687,Doc's Da Name 2000,ARXWAQQ1187B9AE954,,Newark NJ,,Redman,0.0,209.6322,1,0.486,113.31200000000001,3,0.6829999999999999,I Got A Seecret,1998.0
5114,SOWZPSA12AB0187979,351119,Live In Chicago,ARL6FF81187FB5A916,,Las Vegas NV,,Panic At The Disco,0.0,253.23057000000003,5,0.318,153.069,4,0.0,I Constantly Thank God For Esteban [Live In Chicago],
5115,SOFTYIA12AB0183B67,639908,Perfect Dragon,AR8BMEQ1187B9B4214,38.2589,Missouri,-92.43659,Pumpkin Buzzard,0.0,45.87057,9,0.68,120.398,4,0.195,000GrandPno,
5116,SOZWZEH12AAF3B2578,383168,Ta Yousoufakia,AROGWRA122988FEE45,,,,Christos Dantis,0.0,251.08853,4,0.042,131.404,4,0.701,Pai Keros,
5117,SOAQBLS12AC46878BF,778910,Yeah Yeah,ARMLLP51187B9B27B1,,SWEDEN,,Janina,0.0,189.70077,2,0.718,141.053,1,0.0,Nachts um halb drei,
5118,SOOMLMG12A8151BD28,179584,Trinity,AR05XFO1187FB4DAE5,,,,Mat Maneri,0.0,192.15628,9,0.107,144.184,5,0.777,Iron Man,
5119,SOHSBLC12AB0183BC9,456907,First Impressions,ARMMKRK1187B996E31,,,,William Goldstein,0.0,276.50567,3,0.725,89.102,3,0.62,French Suite: A Paris Thing,
5120,SOJVAAE12A8BED74B1,237206,Horse Feathers / Animal Crackers,ARCII0J1187FB3A1B4,40.71455,New York City New York,-74.00712,The Marx Brothers,0.0,116.37506,0,0.071,60.778,4,0.078,You Must Do Your Best Tonight / I Represent/Animal Crackers,
5121,SOTPQFM12AB017AC9E,329970,Somery,ARANOZN1187B9B373E,,Los Angeles CA,,Descendents,0.0,89.23383000000001,11,0.727,203.29,4,0.0,I'm Not A Loser,1982.0
5122,SOJOLZE12AC3DFA463,740700,Turn Up the Bass,ARLD4VD1187FB39009,,,,Fast Eddie featuring Kool Rock,0.0,271.3073,10,0.10800000000000001,125.86,4,1.0,Turn Up The Bass,
5123,SOPRPES12A8C1372A6,156542,Asi Bailaba Cuba Vol. Iv,ARA373P1187B9A74C7,,,,Barbarito Diez,0.0,157.96200000000002,5,0.22,65.914,4,0.113,De Paris Un Caballero,
5124,SOHVQGL12AB01810AD,550727,Everyone Love The Live Concert Of Ms. Charming CoCo,ARWENXU12454A2DE56,,,,CoCo Lee,0.0,310.54322,4,0.19,100.82,4,0.6970000000000001,Killing Me Softly With His Song,
5125,SONNDTL12AB0187AC9,465675,Ethnic Lounge 2,ARFUSID1241B9C9462,44.41033,Genova,8.938889999999999,Daniela Dess\xc3\xac,0.0,178.75546,10,0.44299999999999995,179.998,4,0.226,Afro Profondo,
5126,SOKDGJC12AB018BFB9,809843,Drop It Acoustic Riddim,AROPU0111C8A414FF6,,,,Doniki,0.0,256.20853,4,0.745,175.202,1,0.0,Girl You Need My Love,
5127,SOWHPTY12AB0181D50,533632,Hushabye Baby : Lullaby Renditions of Country Music Favorites Volume 2,ARBMHBC11F4C8403A2,,,,Hushabye Baby,0.0,223.45098,2,0.68,69.995,4,0.48100000000000004,You Had Me From Hello (Lullaby Rendition of Kenny Chesney),
5128,SOELVGK12A8C1337AF,246546,Tim Exile's Nuisance Gabbaret Lounge,AR8U8G41187B9A833B,,,,Tim Exile,0.0,78.21016,10,0.142,124.429,3,1.0,Oh Scat Mix Up,2006.0
5129,SOGGBMU12A8C145B5D,479039,Runaways,AR9NAVM1187FB51B69,,,,Life Long Tragedy,0.0,204.9824,7,0.684,86.435,3,0.48200000000000004,Collecting Dust,2008.0
5130,SOQMDPN12AF72A25EE,33492,The Jam Story,ARJG2ID1187B9A767E,51.31476,Woking Surrey England,-0.56623,The Jam,0.0,150.59546,1,0.664,159.849,4,0.0,The Modern World,1977.0
5131,SOPILFZ12AC468D188,695158,Murskapunkkia,ARKPDBH1242077DEB1,,,,Murskahumppa,0.0,163.47383,9,0.494,136.579,4,0.273,Lihava enkeli,
5132,SOMOKFH12A6D4F9EE6,62751,Carney,AR7TTCH1187FB3F95C,34.60515,Lawton OK,-98.38983,Leon Russell,0.0,145.55383,10,0.856,120.427,4,0.292,Roller Derby,
5133,SOABTKM12A8AE4721E,138039,Revolution Revolucion,ARQATWU1187B98EE26,40.143229999999996,Nueva Jersey (Estados Unidos),-74.72671,Ill Nino,0.0,202.13506,5,0.33299999999999996,109.441,4,0.462,Nothing's Clear (Album Version),
5134,SOZDDPQ12AF72A8BA8,57880,Jimmy Wayne,ARTZ90C1187FB55D81,,,,Jimmy Wayne,0.0,232.64607999999998,7,0.47700000000000004,142.409,4,0.038,Are You Ever Gonna Love Me?,
5135,SOLCJWW12A8C137C98,204837,So Deep,AR7074B1187FB4C39B,,United States,,Ann Lee,0.0,380.08117999999996,7,0.7140000000000001,131.999,4,0.872,So deep,2000.0
5136,SOUGUXL12AB0184B76,637368,Isn't She Great,ARZ8KO81187B9B1B7C,,,,Burt Bacharach,0.0,98.32444,3,0.429,66.882,4,0.512,Love Theme (The Falling In Love),
5137,SOJIRAY12A8C141F8B,373463,Willie Clayton's Greatest Hits - Midnight Doctor,ARUG6DV1187B992475,33.45081,Indianola MS,-90.645,Willie Clayton,0.0,260.51873,10,0.675,105.863,4,1.0,Walk Away From Love,
5138,SORDYIS12A6D4F64EC,77566,The Impressions,ARCT5P61187FB3D950,,United States,,The Impressions,0.0,207.35955,1,0.607,121.896,4,0.507,I Found You,1963.0
5139,SOMAFQT12A8AE47E8D,185842,Riddim Driven: Celebration,AR202MX1187B9B0383,,,,Tanto Metro & Devonte,0.0,158.1971,7,0.147,104.465,4,1.0,Strange Things,2004.0
5140,SOKLGLN12A8C13D204,305855,Witness Protection,ARXP7MQ1187FB3AC5F,,LOWELL,,Dave Hollister,0.0,258.16771,11,0.242,117.936,4,1.0,Calm Da Seas,2008.0
5141,SOFIYUN12AB0184842,569832,Afraid Of Change,ARSQFIK11F50C4D038,,,,Casa Bulga,0.0,401.24036,10,0.596,0.0,3,1.0,Afraid Of Change (Tribal Vocal Mix),2003.0
5142,SOMMPRY12A8C131C5C,596660,Mi Alma Latina (My Latin Soul),ARXJSHW1187B9A2A52,25.72898,Miami FL,-80.23742,Nestor Torres,0.0,191.63383000000002,7,0.38299999999999995,78.843,7,0.758,Ran Kan Kan,
5143,SOIHVVZ12A8C138E9D,597476,Love The Game,AR7OCK81187B98D1F1,34.053490000000004,Los Angeles CA,-118.24531999999999,Debbie Davies,0.0,283.79382999999996,0,0.73,107.18299999999999,1,0.0,Grow Up_ Grow Old,
5144,SOOOCMS12A8C1413F3,473571,Ronde Ne Nain,ARBY23A1187B9A82E4,,,,Naseebo Lal,0.0,376.16281000000004,7,0.857,151.983,4,0.203,Dholna Dholna,
5145,SOMGMSS12A8C13492A,196996,Mystic Mixes - An Exclusive Remix Collection,ARAZCWP129462A97F1,,,,Bob Marley & The Wailers,0.0,258.29832000000005,8,0.26899999999999996,152.99,4,0.42,Rainbow Country (Red Gold And Green Version),2001.0
5146,SOSNDGZ12AB017D82F,620938,Screamin' and Hollerin' The Blues,ARCLJQZ11E2835CE37,37.80506,Oakland CA,-122.27301999999999,Alvin Youngblood Hart,0.0,208.84853,3,0.0,111.523,1,0.0,Screamin' & Hollerin' The Blues,
5147,SOPTAMD12A58A7CFF3,75698,Paihnidi Isorropias,ARGOAMH11F4C844C07,,,,Domna Kountouri,0.0,209.94567,3,0.902,99.98,4,0.687,De Tha Mai Edo,
5148,SOWLJJU12A81C2224B,232242,Greatest Salsa Classic Volumen 3,AROSW2I1187FB44866,,,,Sonora Carruseles,0.0,230.00771,10,0.045,108.292,4,0.385,Vitamina,1999.0
5149,SOWYFAX12A6D4F7A3D,25843,Say It Like You Mean It,ARG53231187FB3982D,39.95227,Philadelphia PA,-75.16237,The Starting Line,0.0,264.41098,9,0.07400000000000001,142.069,4,0.723,A Goodnight's Sleep,2002.0
5150,SOOIZES12AB018A80F,677871,Mui Mal_ Animal,ARTTFGF11F4C84563C,,,,L.A.V.I,0.0,565.96853,11,0.0,0.0,3,1.0,Mui Mal_ Animal,
5151,SOAHNZK12A6D4F79A9,24521,The Trio,ARDE7I31187FB43352,23.1168,Havana Cuba,-82.38859000000001,Gonzalo Rubalcaba,0.0,483.39545999999996,9,0.639,70.256,3,0.31,Yesterdays,
5152,SOMLDJP12A6D4FD967,272660,My Wife And Her Husband,ARFXQZA11F4C841613,,,,Dezz White,0.0,44.93016,4,0.0,59.021,4,1.0,Drunk Driving Tip,
5153,SONZYRS12A8C141A13,610066,Country Heartbreakers,ARXSPYZ1187B98972A,36.2929,Salina OK,-95.15261,Carl Belew,0.0,140.38159,2,0.182,117.867,3,0.905,Am I That Easy To Forget,1959.0
5154,SODXUGT12A58A78B78,121334,Grounded,ARIMW0M1187B99EC59,,,,TEN MADISON,0.0,344.68526,5,0.514,190.03799999999998,4,0.0,Cup Horn,2006.0
5155,SOXSCPE12CF5F88012,287752,Donde Estan Los Ladrones,AR6PJ8R1187FB5AD70,,Barranquilla Colombia,,Shakira,0.0,231.75791,2,0.5489999999999999,123.861,4,0.8370000000000001,Que Vuelvas,1998.0
5156,SOOBOIA12AAF3B268E,529989,Bass Hits,ARH9NBO1187FB43904,38.00335,Virginia,-79.77127,David Taylor,0.0,600.11057,11,0.133,144.252,1,0.495,Concertino for Bass Trombone and Trombone Choir,
5157,SOFPYLJ12A6D4F843F,44537,Black Book,ARZEBW31187FB586EA,,,,Anne Dudley,0.0,280.86812000000003,11,0.599,118.32600000000001,4,0.45,Rachel's retribution,2006.0
5158,SOMXLQP12AB018284C,735641,Songs Of The Fabulous Century,ARTE3P61187B9A709D,41.260690000000004,Omaha NE,-95.93995,Roger Williams,0.0,170.81423999999998,11,0.758,100.366,3,1.0,I'm In The Mood For Love,
5159,SOXDMAC12AB017E7FF,532378,Yellow House,ARRDRI71187FB46EAA,40.65507,Brooklyn NY,-73.94888,Grizzly Bear,0.0,384.67873,4,0.39399999999999996,169.03799999999998,4,0.46799999999999997,Little Brother,2006.0
5160,SOHGWLG12A8AE484B4,279675,Wine Colored Roses,ARQCFI11187FB5AE43,,Beaumont Texas,,George Jones,0.0,168.33261000000002,5,0.922,131.45,3,0.722,Ol' Frank,
5161,SOREPOR12AB01859E4,813152,The Paul - EP,ARA2ZTN1187B98E3ED,41.504709999999996,Cleveland OH,-81.69074,This Moment In Black History,0.0,145.8673,9,0.147,156.408,4,0.287,Blackwords Masking,
5162,SOKBQMV12A8C13A7E6,300641,La Voz De Oro,ARJJ8I01187FB4CE98,37.76509,Jaen,-3.7906800000000005,Joselito,0.0,159.76443999999998,9,0.726,96.096,1,0.449,Clavelitos,
5163,SOFFCBZ12A8C144291,611809,Countdown,ARDK6QW1187B9B8D85,53.93063000000001,UK - England - Yorkshire,-1.2078799999999998,UK Subs,0.0,122.40933999999999,10,0.07200000000000001,199.37900000000002,4,0.0,Tomorrows Girls (Live),1999.0
5164,SONSEWJ12AB0182FBB,351207,Watch,AR6HA5Z1187B99C04E,,,,Seatrain,0.0,294.47791,2,0.768,107.836,3,1.0,Abbeville Fair,1973.0
5165,SOONUVQ12AB018889B,773700,Stars and Stripes,ARVWNTI1269FB34C59,,,,SOJA,0.0,221.09995,7,0.218,102.581,5,0.086,Be Aware,
5166,SORNAKH12AF72A1FDE,373411,Julie Roberts,ARC87OG1187B99F540,,Nashville TN,,Julie Roberts,0.0,287.50322,1,0.535,139.99,1,0.655,The Chance,2004.0
5167,SOZAUAC12A8AE491A3,281170,In Bloom,ARH3S5S1187FB4F76B,,London England,,Nirvana,0.0,168.51546000000002,7,0.237,130.339,4,0.778,Polly,
5168,SOUBVIH12A8C137C89,148686,Ginekologies,AR4CL6I11C8A4158B4,,,,Imiskoubria,0.0,208.50893,11,0.705,97.039,3,0.534,O Dikos Sou DJ,
5169,SOTZGNC12AB0184FE8,460871,Dangerous,ARBM4TC1187FB5CE98,,Los Angeles CA,,Natalie Cole,0.0,194.53342,4,0.809,115.45,4,0.675,The Gift,1985.0
5170,SOUVEIY12A8C12FCF3,281958,Robbery,ARMIMHT1187B98F038,,Santa Monica CA,,Teena Marie,0.0,323.18649,1,0.61,97.396,4,0.8140000000000001,Playboy,1983.0
5171,SOXRTIF12A8C134238,288459,U gotta believe,AR051KA1187B98B2FF,,,,Wilks,0.0,220.36853,1,0.324,174.014,4,0.0,Things i say,
5172,SOEDFNB12A8AE48D1A,236210,Murder She Wrote Single,AR15FQ11187FB36BE8,18.015710000000002,Kingston,-76.79731,Chaka Demus & Pliers,0.0,251.97669,2,0.5720000000000001,95.044,4,0.88,Santa Barbara,
5173,SOZAMZG12A8C137339,203257,Night Cruiser,ARDIKTV11F43A69FA4,,,,Deodato,0.0,371.33016000000003,0,0.47700000000000004,110.90899999999999,4,1.0,Groovitation (Album Version),
5174,SOIEMSI12AB01802B4,389352,Spank! It up,ARM86R71187FB4CBB4,,,,Christian Quast,0.0,485.14567,7,0.44299999999999995,126.914,4,1.0,Jugglin' Clown,
5175,SOAMBKN12A8C137A71,291679,Seattle Washington November 5 2000,ARFVYJI1187B9B8E13,47.603559999999995,Seattle WA,-122.32943999999999,Pearl Jam,0.0,235.25832000000003,0,0.77,117.946,4,0.973,Wishlist,1998.0
5176,SOZIQWL12AB01814C9,509685,Vinyl Replica: Supersonico,ART6QCS1187FB40CBD,,,,Los Aut\xc3\xa9nticos Decadentes,0.0,210.02403999999999,1,0.35200000000000004,136.835,1,0.0,El Vino Triste,1991.0
5177,SOOYIJN12AB017C168,387577,Waiting For Columbus [Live Deluxe],AR6W5MS1187FB3BF47,34.053490000000004,Los Angeles CA,-118.24531999999999,Little Feat,0.0,330.73587000000003,4,0.633,93.42,1,0.064,Day Or Night [Live Album Version],
5178,SOZQSGL12AF72A9145,181162,Milking The Sacred Cow,AR050VJ1187B9B13A7,,,,Dead Kennedys,0.0,216.842,10,0.325,92.897,4,0.879,Halloween,1982.0
5179,SOVVDCO12AB0187AF7,503347,X Communication : Trilogy II,ARDPTGD1187B9AD361,36.87652,Sikeston MO,-89.58828000000001,Brand X,0.0,279.35302,9,0.519,99.024,4,1.0,Liquid Time (composition by John Goodsall),
5180,SOMBCOW12AAF3B229F,382807,Comme Vous,AR2XRFQ1187FB417FE,,,,Julie Zenatti,0.0,252.99546,1,0.429,80.084,4,0.5329999999999999,On Efface,2004.0
5181,SOXGDVW12AB01864E7,682479,In Disgust We Trust,ARQ0HOT1187B9A25FA,42.31256,Mass. - Boston,-71.08868000000001,Mistress,0.0,580.70159,0,0.821,146.33100000000002,4,0.479,Shovel,2005.0
5182,SORWTIF12A6D4FAA41,124304,Nobilt\xc3\xa0 di strada,ARJ5BEW1187FB52361,,,,Inoki,0.0,259.3171,1,0.19399999999999998,87.999,4,0.9540000000000001,Nuovi Re pt. I I (feat. Tek money - Lady Tambler),
5183,SOGSOUE12A58A76443,767122,Easy Listening: Cartoon Songs,AR9HQ6Y1187FB3C2CB,,,,Orlando Pops Orchestra,0.0,199.99302,10,0.551,120.382,4,1.0,Zip-A-Dee-Doo-Dah (Song of the South),
5184,SOBTEHX12A6D4FBF18,290671,The Curse,ARMOHN71187FB3959F,33.6671,Orange County CA,-117.76505,Atreyu,0.0,218.90567000000001,0,0.588,157.715,4,0.691,You Eclipsed By Me (Album Version),2004.0
5185,SOEYIHF12AB017B5F4,490659,Watkins Ale -  Music of the English Renaissance,ARODOO01187FB44F4A,,,,The Baltimore Consort,0.0,78.0273,3,0.0,54.873999999999995,4,0.0,Howells Delight,
5186,SOKRHNY12AB01837DB,337773,Novas Vos Trago,AR8KUS11187B98C991,,,,Brigada Victor Jara,0.0,312.99872999999997,4,0.669,86.98100000000001,5,0.688,Parto em terras distantes,1998.0
5187,SODJYEC12A8C13D757,116616,Don't Worry Lady,ARJGW911187FB586CA,,,,I Hate Sally,0.0,163.63057,7,0.38,77.15,3,0.369,Martha Served,2007.0
5188,SOKSZVC12A8C142004,239673,Karelian Isthmus,ARV8T9T1187B99F3F4,,,,Amorphis,0.0,255.03302000000002,9,0.447,175.673,4,0.0,Misery Path (From the Privilege of Evil),
5189,SOGSMXL12A81C23D88,275907,Je Sais Que La Terre Est Plate (Deluxe),AREJXK41187B9A4ACC,46.71067,France,1.71819,Rapha\xc3\xabl,0.0,148.74077,0,0.591,124.059,4,0.37200000000000005,Je Sais Que La Terre Est Plate,2008.0
5190,SOFYJDL12A58A7DD52,263217,Vargstenen,ARVJ6541187B9A4C3E,59.759519999999995,Norrt\xc3\xa4lje,18.70249,M\xc3\xa5negarm,0.0,92.76035999999999,4,0.016,163.086,4,0.0,Vargbrodern Talar,2007.0
5191,SOJCTES12AB01867CC,659425,Sunshine,ARU4JBP1187B99263F,,,,Liquid Gang,0.0,226.0371,1,0.418,143.963,4,1.0,Drama  (LP Version),
5192,SOVNTGC12AB01818F3,799312,Ska Wey Dat,ARP23RL1187FB497FE,18.11526,Robin's Hall Jamaica,-77.27348,Ernest Ranglin / Floyd Lloyd,0.0,271.77751,3,0.426,127.07,1,0.0,Sweet Lady,
5193,SOOLZKK12A58A80000,632778,For All Our Sins,ARCLBZ01187B98D025,,,,Crematorium,0.0,210.1024,8,0.153,122.186,4,0.61,Unlearn,
5194,SOQKBQI12AB0182711,636897,3,AR03BDP1187FB5B324,34.053490000000004,Kentwood LA; Los Angeles CA,-118.24531999999999,Britney Spears,0.0,465.47545999999994,1,0.309,131.999,5,1.0,3,2009.0
5195,SOUZAFY12A8C136709,287148,Men In Black II - Music From The Motion Picture,AR2H1J41187FB5C640,,Los Angeles California,,Danny Elfman,0.0,140.87791,5,0.158,86.90100000000001,5,0.32799999999999996,Sleuthing,2002.0
5196,SOHOPYC12AB0188EFC,818106,Retro Years,ARPHH7Z1187B9B6A3A,,Sona-Bata Zaire,,Franco,0.0,251.61097999999998,1,0.569,89.984,3,0.731,Forever,
5197,SOSNAWZ12A6D4F74DF,28940,Jahmekya,ARLUAK21187B9B785A,,,,Ziggy Marley And The Melody Makers,0.0,246.54322000000002,7,0.718,110.87299999999999,4,0.031,Namibia,
5198,SOHPAVE12A8AE47190,815249,Meet Me in the City,ARRM70G1187B9A7F64,,Hudsonville MS,,Junior Kimbrough,0.0,190.06649,7,0.006999999999999999,129.584,4,0.33799999999999997,Meet Me in the City,1997.0
5199,SOBOJXY12A6D4F79A0,25323,Gettin' My Mind Right,ARDNS031187B9924F0,32.67828,Georgia,-83.22295,Tim Wilson,0.0,100.67546,5,0.261,88.57600000000001,5,0.772,Uncle B.S. - 1963,1999.0
5200,SOGHPNO12A582A2482,401293,Love & Hope & Sex & Dreams [Deluxe Edition],ARKL75U1187FB5B8B6,43.01437,Waukesha WI,-88.23546,BoDeans,0.0,186.20036000000002,7,1.0,156.285,1,0.0,Lookin' For Me Somewhere,1986.0
